From, To, Duration, Time, Mode, Warnings, Time in Traffic
Aon,Harpur Lane,1 hour 32 mins,2025-07-01 15:15:45.866157,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,34 mins,2025-07-01 15:15:45.866157,driving,,39 mins
Aon,Harpur Lane,1 hour 13 mins,2025-07-01 15:30:47.754717,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,34 mins,2025-07-01 15:30:47.754717,driving,,45 mins
Aon,Harpur Lane,1 hour 14 mins,2025-07-01 15:45:49.603198,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,34 mins,2025-07-01 15:45:49.603198,driving,,47 mins
Aon,Harpur Lane,1 hour 14 mins,2025-07-01 16:00:51.629802,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,34 mins,2025-07-01 16:00:51.629802,driving,,54 mins
Aon,Harpur Lane,1 hour 21 mins,2025-07-01 16:15:53.460908,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,39 mins,2025-07-01 16:15:53.460908,driving,,55 mins
Aon,Harpur Lane,1 hour 24 mins,2025-07-01 16:30:55.433531,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,40 mins,2025-07-01 16:30:55.433531,driving,,52 mins
Aon,Harpur Lane,1 hour 15 mins,2025-07-01 16:45:57.394983,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,40 mins,2025-07-01 16:45:57.394983,driving,,56 mins
Aon,Harpur Lane,1 hour 15 mins,2025-07-01 17:00:59.098434,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,39 mins,2025-07-01 17:00:59.098434,driving,,55 mins
Aon,Harpur Lane,1 hour 21 mins,2025-07-01 17:16:00.854735,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,38 mins,2025-07-01 17:16:00.854735,driving,,51 mins
Aon,Harpur Lane,1 hour 21 mins,2025-07-01 17:31:02.647075,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,38 mins,2025-07-01 17:31:02.647075,driving,,49 mins
Aon,Harpur Lane,1 hour 8 mins,2025-07-01 17:46:04.325392,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,39 mins,2025-07-01 17:46:04.325392,driving,,48 mins
Aon,Harpur Lane,1 hour 8 mins,2025-07-01 18:01:05.949371,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,39 mins,2025-07-01 18:01:05.949371,driving,,44 mins
Aon,Harpur Lane,1 hour 1 min,2025-07-01 18:16:07.692491,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,38 mins,2025-07-01 18:16:07.692491,driving,,43 mins
Aon,Harpur Lane,1 hour 1 min,2025-07-01 18:31:10.002462,transit,['Walking directions are in beta. Use caution – This route may be missing sidewalks or pedestrian paths.'],0
Aon,Harpur Lane,37 mins,2025-07-01 18:31:10.002462,driving,,40 mins
